# path	line	bandit_rule	reason	owner	review_by	replacement_plan
# ratchet_max_entries: 91
# Inventory of every line-level `# nosec` suppression in the tracked Python source.
# scripts/ci/check_nosec_inventory.py enforces: (1) every real nosec in the tree is
# registered here (no silent/unregistered suppressions), (2) every registered entry
# still points at a real nosec (no stale/moved entries), (3) review_by has not expired,
# and (4) the total entry count never exceeds ratchet_max_entries above (only ever
# tightened via --update, never loosened by hand).
# bandit_rule is 'ALL' for a bare `# nosec` with no specific rule code.
agent/github/smart_pr.py	7	B105	empty-string sentinel/placeholder that is populated later or is a non-secret literal, not a hardcoded credential.	@niluferbagevi-gif	2026-10-22	N/A - non-secret sentinel/placeholder.
core/active_learning.py	243	B608	SQL built via f-string/format, but the interpolated identifier is validated against an allowlist or is a module-level constant, not user input.	@niluferbagevi-gif	2026-10-22	N/A - identifier is validated/allowlisted; would only change if the query builder migrates to a full ORM/parameterized identifier API.
core/active_learning.py	773	B615	loads a locally configured/trusted base model or dataset path, not arbitrary remote content.	@niluferbagevi-gif	2026-10-22	N/A - trusted/local model source; revisit if remote/untrusted model loading is introduced.
core/active_learning.py	792	B615	loads a locally configured/trusted base model or dataset path, not arbitrary remote content.	@niluferbagevi-gif	2026-10-22	N/A - trusted/local model source; revisit if remote/untrusted model loading is introduced.
core/ci_remediation.py	236	B105	CLI flag name, not a credential.	@niluferbagevi-gif	2026-10-22	N/A - non-secret sentinel/placeholder.
core/db/__init__.py	68	B110	Optional submodule imports must not block core.db itself.	@niluferbagevi-gif	2026-10-22	N/A - intentional optional-path behavior; revisit only if the dependency becomes mandatory.
core/db/auth.py	46	B105	empty-string sentinel/placeholder that is populated later or is a non-secret literal, not a hardcoded credential.	@niluferbagevi-gif	2026-10-22	N/A - non-secret sentinel/placeholder.
core/db/connection.py	135	B311	güvenlik değil jitter/backoff amaçlıdır.	@niluferbagevi-gif	2026-10-22	N/A - non-cryptographic use; no replacement planned.
core/db/monolith.py	311	B608	columns sabit whitelist'ten üretilir.	@niluferbagevi-gif	2026-10-22	N/A - identifier is validated/allowlisted; would only change if the query builder migrates to a full ORM/parameterized identifier API.
core/db/monolith.py	327	B608	columns/placeholders iç kaynaklıdır.	@niluferbagevi-gif	2026-10-22	N/A - identifier is validated/allowlisted; would only change if the query builder migrates to a full ORM/parameterized identifier API.
core/db/monolith.py	754	B608	tablo adı sistem içi sabittir.	@niluferbagevi-gif	2026-10-22	N/A - identifier is validated/allowlisted; would only change if the query builder migrates to a full ORM/parameterized identifier API.
core/db/monolith.py	762	B608	SQL built via f-string/format, but the interpolated identifier is validated against an allowlist or is a module-level constant, not user input.	@niluferbagevi-gif	2026-10-22	N/A - identifier is validated/allowlisted; would only change if the query builder migrates to a full ORM/parameterized identifier API.
core/db/monolith.py	778	B608	tablo adı sistem içi sabittir.	@niluferbagevi-gif	2026-10-22	N/A - identifier is validated/allowlisted; would only change if the query builder migrates to a full ORM/parameterized identifier API.
core/db/monolith.py	785	B608	SQL built via f-string/format, but the interpolated identifier is validated against an allowlist or is a module-level constant, not user input.	@niluferbagevi-gif	2026-10-22	N/A - identifier is validated/allowlisted; would only change if the query builder migrates to a full ORM/parameterized identifier API.
core/db/prompt_registry.py	65	B608	PROMPT_REGISTRY_COLUMNS sabit modül seviyesi değerdir, kullanıcı girdisi değildir.	@niluferbagevi-gif	2026-10-22	N/A - identifier is validated/allowlisted; would only change if the query builder migrates to a full ORM/parameterized identifier API.
core/db/prompt_registry.py	86	B608	PROMPT_REGISTRY_COLUMNS sabit modül seviyesi değerdir, kullanıcı girdisi değildir.	@niluferbagevi-gif	2026-10-22	N/A - identifier is validated/allowlisted; would only change if the query builder migrates to a full ORM/parameterized identifier API.
core/db/prompt_registry.py	95	B608	PROMPT_REGISTRY_COLUMNS sabit modül seviyesi değerdir, kullanıcı girdisi değildir.	@niluferbagevi-gif	2026-10-22	N/A - identifier is validated/allowlisted; would only change if the query builder migrates to a full ORM/parameterized identifier API.
core/db/prompt_registry.py	117	B608	PROMPT_REGISTRY_COLUMNS sabit modül seviyesi değerdir, kullanıcı girdisi değildir.	@niluferbagevi-gif	2026-10-22	N/A - identifier is validated/allowlisted; would only change if the query builder migrates to a full ORM/parameterized identifier API.
core/db/prompt_registry.py	135	B608	PROMPT_REGISTRY_COLUMNS sabit modül seviyesi değerdir, kullanıcı girdisi değildir.	@niluferbagevi-gif	2026-10-22	N/A - identifier is validated/allowlisted; would only change if the query builder migrates to a full ORM/parameterized identifier API.
